Process, Parameter, Value
QUERY-SKIP | loop-7 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-8 | a1-q1, START, 2024-01-27 11:17:59.240496+00
QUERY-EXEC | loop-8 | a1-q1, END, 2024-01-27 11:19:15.877136+00
QUERY-EXEC | loop-8 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:16.636
QUERY-EXEC | loop-8 | c3-q3a, START, 2024-01-27 11:19:18.884981+00
QUERY-EXEC | loop-8 | c3-q3a, END, 2024-01-27 11:23:31.364239+00
QUERY-EXEC | loop-8 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.479
QUERY-EXEC | loop-8 | d4-q3b, START, 2024-01-27 11:23:34.372198+00
QUERY-EXEC | loop-8 | d4-q3b, END, 2024-01-27 11:27:22.883152+00
QUERY-EXEC | loop-8 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.510
QUERY-EXEC | loop-8 | e5-q3c, START, 2024-01-27 11:27:25.891116+00
QUERY-EXEC | loop-8 | e5-q3c, END, 2024-01-27 11:31:14.395445+00
QUERY-EXEC | loop-8 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:48.504
QUERY-EXEC | loop-8 | h8-q5b, START, 2024-01-27 11:31:17.403462+00
QUERY-EXEC | loop-8 | h8-q5b, END, 2024-01-27 11:38:10.590042+00
QUERY-EXEC | loop-8 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:53.186
QUERY-EXEC | loop-8 | k11-q8, START, 2024-01-27 11:38:13.598125+00
QUERY-EXEC | loop-8 | k11-q8, END, 2024-01-27 11:42:49.110291+00
QUERY-EXEC | loop-8 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:35.512
QUERY-EXEC | loop-8 | l12-q9, START, 2024-01-27 11:42:52.118436+00
QUERY-EXEC | loop-8 | l12-q9, END, 2024-01-27 11:57:00.704672+00
QUERY-EXEC | loop-8 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:8.586
QUERY-EXEC | loop-8 | m13-q10, START, 2024-01-27 11:57:03.712491+00
QUERY-EXEC | loop-8 | m13-q10, END, 2024-01-27 11:59:44.354368+00
QUERY-EXEC | loop-8 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.641
QUERY-EXEC | loop-8 | n14-q11, START, 2024-01-27 11:59:47.362404+00
QUERY-EXEC | loop-8 | n14-q11, END, 2024-01-27 12:00:22.408740+00
QUERY-EXEC | loop-8 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:35.46
QUERY-EXEC | loop-8 | q17-q12c, START, 2024-01-27 12:00:25.416665+00
QUERY-EXEC | loop-8 | q17-q12c, END, 2024-01-27 12:00:41.444770+00
QUERY-EXEC | loop-8 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.28
QUERY-SKIP | loop-8 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-9 | a1-q1, START, 2024-01-27 12:00:44.781844+00
QUERY-EXEC | loop-9 | a1-q1, END, 2024-01-27 12:02:00.566819+00
QUERY-EXEC | loop-9 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:15.784
QUERY-EXEC | loop-9 | c3-q3a, START, 2024-01-27 12:02:03.574740+00
QUERY-EXEC | loop-9 | c3-q3a, END, 2024-01-27 12:06:15.787904+00
QUERY-EXEC | loop-9 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.213
QUERY-EXEC | loop-9 | d4-q3b, START, 2024-01-27 12:06:18.796020+00
QUERY-EXEC | loop-9 | d4-q3b, END, 2024-01-27 12:10:06.981558+00
QUERY-EXEC | loop-9 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.185
QUERY-EXEC | loop-9 | e5-q3c, START, 2024-01-27 12:10:09.989439+00
QUERY-EXEC | loop-9 | e5-q3c, END, 2024-01-27 12:13:58.368688+00
QUERY-EXEC | loop-9 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:48.379
QUERY-EXEC | loop-9 | h8-q5b, START, 2024-01-27 12:14:01.376490+00
QUERY-EXEC | loop-9 | h8-q5b, END, 2024-01-27 12:20:29.559707+00
QUERY-EXEC | loop-9 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:28.183
QUERY-EXEC | loop-9 | k11-q8, START, 2024-01-27 12:20:32.567629+00
QUERY-EXEC | loop-9 | k11-q8, END, 2024-01-27 12:25:06.433595+00
QUERY-EXEC | loop-9 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:33.865
QUERY-EXEC | loop-9 | l12-q9, START, 2024-01-27 12:25:09.441556+00
QUERY-EXEC | loop-9 | l12-q9, END, 2024-01-27 12:39:06.186959+00
QUERY-EXEC | loop-9 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:56.745
QUERY-EXEC | loop-9 | m13-q10, START, 2024-01-27 12:39:09.195145+00
QUERY-EXEC | loop-9 | m13-q10, END, 2024-01-27 12:41:47.714532+00
QUERY-EXEC | loop-9 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.519
QUERY-EXEC | loop-9 | n14-q11, START, 2024-01-27 12:41:50.722695+00
QUERY-EXEC | loop-9 | n14-q11, END, 2024-01-27 12:42:26.423367+00
QUERY-EXEC | loop-9 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:35.700
QUERY-EXEC | loop-9 | q17-q12c, START, 2024-01-27 12:42:29.431435+00
QUERY-EXEC | loop-9 | q17-q12c, END, 2024-01-27 12:42:45.446428+00
QUERY-EXEC | loop-9 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.14
QUERY-SKIP | loop-9 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-10 | a1-q1, START, 2024-01-27 12:42:48.783114+00
QUERY-EXEC | loop-10 | a1-q1, END, 2024-01-27 12:44:03.898186+00
QUERY-EXEC | loop-10 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:15.115
QUERY-EXEC | loop-10 | c3-q3a, START, 2024-01-27 12:44:06.906119+00
QUERY-EXEC | loop-10 | c3-q3a, END, 2024-01-27 12:48:19.897676+00
QUERY-EXEC | loop-10 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.991
QUERY-EXEC | loop-10 | d4-q3b, START, 2024-01-27 12:48:22.905676+00
QUERY-EXEC | loop-10 | d4-q3b, END, 2024-01-27 12:52:11.305376+00
QUERY-EXEC | loop-10 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:48.399
QUERY-EXEC | loop-10 | e5-q3c, START, 2024-01-27 12:52:14.313293+00
QUERY-EXEC | loop-10 | e5-q3c, END, 2024-01-27 12:56:03.987537+00
QUERY-EXEC | loop-10 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.674
QUERY-EXEC | loop-10 | h8-q5b, START, 2024-01-27 12:56:06.995501+00
QUERY-EXEC | loop-10 | h8-q5b, END, 2024-01-27 13:02:50.689344+00
QUERY-EXEC | loop-10 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:43.693
QUERY-EXEC | loop-10 | k11-q8, START, 2024-01-27 13:02:53.697658+00
QUERY-EXEC | loop-10 | k11-q8, END, 2024-01-27 13:07:12.413587+00
QUERY-EXEC | loop-10 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:18.715
QUERY-EXEC | loop-10 | l12-q9, START, 2024-01-27 13:07:15.421572+00
QUERY-EXEC | loop-10 | l12-q9, END, 2024-01-27 13:21:54.800602+00
QUERY-EXEC | loop-10 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:39.379
QUERY-EXEC | loop-10 | m13-q10, START, 2024-01-27 13:21:57.808380+00
QUERY-EXEC | loop-10 | m13-q10, END, 2024-01-27 13:24:36.107544+00
QUERY-EXEC | loop-10 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.299
QUERY-EXEC | loop-10 | n14-q11, START, 2024-01-27 13:24:39.115614+00
QUERY-EXEC | loop-10 | n14-q11, END, 2024-01-27 13:25:14.463797+00
QUERY-EXEC | loop-10 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:35.348
QUERY-EXEC | loop-10 | q17-q12c, START, 2024-01-27 13:25:17.471805+00
QUERY-EXEC | loop-10 | q17-q12c, END, 2024-01-27 13:25:33.498666+00
QUERY-EXEC | loop-10 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.26
QUERY-SKIP | loop-10 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | o15-q12a, PENALTY, 3600000.000 ms
RUNQUERIES, END, 2024-01-27 13:25:33.835195+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:9:56:10.233
CALCPERFORMANCE, START, 2024-01-27 13:25:33.843069+00
CALCPERFORMANCE, END, 2024-01-27 13:25:33.923221+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.80
MEASUREMENT, END, 2024-01-27 13:25:33.930980+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:10:36:12.437
