Process, Parameter, Value
QUERY-EXEC | loop-8 | c3-q3a, END, 2024-01-27 08:14:47.925032+00
QUERY-EXEC | loop-8 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:13.298
QUERY-EXEC | loop-8 | d4-q3b, START, 2024-01-27 08:14:50.932924+00
QUERY-EXEC | loop-8 | d4-q3b, END, 2024-01-27 08:18:40.888043+00
QUERY-EXEC | loop-8 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.955
QUERY-EXEC | loop-8 | e5-q3c, START, 2024-01-27 08:18:43.895738+00
QUERY-EXEC | loop-8 | e5-q3c, END, 2024-01-27 08:22:34.077565+00
QUERY-EXEC | loop-8 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.181
QUERY-EXEC | loop-8 | h8-q5b, START, 2024-01-27 08:22:37.085302+00
QUERY-EXEC | loop-8 | h8-q5b, END, 2024-01-27 08:29:12.992584+00
QUERY-EXEC | loop-8 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:35.907
QUERY-EXEC | loop-8 | k11-q8, START, 2024-01-27 08:29:16.000620+00
QUERY-EXEC | loop-8 | k11-q8, END, 2024-01-27 08:34:06.237580+00
QUERY-EXEC | loop-8 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:50.236
QUERY-EXEC | loop-8 | l12-q9, START, 2024-01-27 08:34:09.245696+00
QUERY-EXEC | loop-8 | l12-q9, END, 2024-01-27 08:48:58.749422+00
QUERY-EXEC | loop-8 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:49.503
QUERY-EXEC | loop-8 | m13-q10, START, 2024-01-27 08:49:01.757248+00
QUERY-EXEC | loop-8 | m13-q10, END, 2024-01-27 08:51:36.431310+00
QUERY-EXEC | loop-8 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:34.674
QUERY-EXEC | loop-8 | n14-q11, START, 2024-01-27 08:51:39.439029+00
QUERY-EXEC | loop-8 | n14-q11, END, 2024-01-27 08:52:09.230706+00
QUERY-EXEC | loop-8 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.791
QUERY-EXEC | loop-8 | q17-q12c, START, 2024-01-27 08:52:12.238564+00
QUERY-EXEC | loop-8 | q17-q12c, END, 2024-01-27 08:52:29.514293+00
QUERY-EXEC | loop-8 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.275
QUERY-SKIP | loop-8 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-9 | a1-q1, START, 2024-01-27 08:52:32.850513+00
QUERY-EXEC | loop-9 | a1-q1, END, 2024-01-27 08:53:48.702804+00
QUERY-EXEC | loop-9 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:15.852
QUERY-EXEC | loop-9 | c3-q3a, START, 2024-01-27 08:53:51.710718+00
QUERY-EXEC | loop-9 | c3-q3a, END, 2024-01-27 08:58:04.575305+00
QUERY-EXEC | loop-9 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.864
QUERY-EXEC | loop-9 | d4-q3b, START, 2024-01-27 08:58:07.583111+00
QUERY-EXEC | loop-9 | d4-q3b, END, 2024-01-27 09:01:57.290744+00
QUERY-EXEC | loop-9 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.707
QUERY-EXEC | loop-9 | e5-q3c, START, 2024-01-27 09:02:00.298454+00
QUERY-EXEC | loop-9 | e5-q3c, END, 2024-01-27 09:05:50.214078+00
QUERY-EXEC | loop-9 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.915
QUERY-EXEC | loop-9 | h8-q5b, START, 2024-01-27 09:05:53.221854+00
QUERY-EXEC | loop-9 | h8-q5b, END, 2024-01-27 09:12:19.891254+00
QUERY-EXEC | loop-9 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:26.669
QUERY-EXEC | loop-9 | k11-q8, START, 2024-01-27 09:12:22.899239+00
QUERY-EXEC | loop-9 | k11-q8, END, 2024-01-27 09:17:09.217541+00
QUERY-EXEC | loop-9 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:46.318
QUERY-EXEC | loop-9 | l12-q9, START, 2024-01-27 09:17:12.225292+00
QUERY-EXEC | loop-9 | l12-q9, END, 2024-01-27 09:32:00.080564+00
QUERY-EXEC | loop-9 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:47.855
QUERY-EXEC | loop-9 | m13-q10, START, 2024-01-27 09:32:03.088321+00
QUERY-EXEC | loop-9 | m13-q10, END, 2024-01-27 09:34:43.406269+00
QUERY-EXEC | loop-9 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.317
QUERY-EXEC | loop-9 | n14-q11, START, 2024-01-27 09:34:46.414016+00
QUERY-EXEC | loop-9 | n14-q11, END, 2024-01-27 09:35:17.574783+00
QUERY-EXEC | loop-9 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:31.160
QUERY-EXEC | loop-9 | q17-q12c, START, 2024-01-27 09:35:20.582354+00
QUERY-EXEC | loop-9 | q17-q12c, END, 2024-01-27 09:35:37.864357+00
QUERY-EXEC | loop-9 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.282
QUERY-SKIP | loop-9 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-10 | a1-q1, START, 2024-01-27 09:35:41.199716+00
QUERY-EXEC | loop-10 | a1-q1, END, 2024-01-27 09:36:57.492446+00
QUERY-EXEC | loop-10 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:16.292
QUERY-EXEC | loop-10 | c3-q3a, START, 2024-01-27 09:37:00.500392+00
QUERY-EXEC | loop-10 | c3-q3a, END, 2024-01-27 09:41:13.819890+00
QUERY-EXEC | loop-10 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:13.319
QUERY-EXEC | loop-10 | d4-q3b, START, 2024-01-27 09:41:16.827588+00
QUERY-EXEC | loop-10 | d4-q3b, END, 2024-01-27 09:45:06.778276+00
QUERY-EXEC | loop-10 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.950
QUERY-EXEC | loop-10 | e5-q3c, START, 2024-01-27 09:45:09.786139+00
QUERY-EXEC | loop-10 | e5-q3c, END, 2024-01-27 09:48:59.726078+00
QUERY-EXEC | loop-10 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.939
QUERY-EXEC | loop-10 | h8-q5b, START, 2024-01-27 09:49:02.733732+00
QUERY-EXEC | loop-10 | h8-q5b, END, 2024-01-27 09:55:45.551358+00
QUERY-EXEC | loop-10 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:42.817
QUERY-EXEC | loop-10 | k11-q8, START, 2024-01-27 09:55:48.559393+00
QUERY-EXEC | loop-10 | k11-q8, END, 2024-01-27 10:00:30.849466+00
QUERY-EXEC | loop-10 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:4:42.290
QUERY-EXEC | loop-10 | l12-q9, START, 2024-01-27 10:00:33.857204+00
QUERY-EXEC | loop-10 | l12-q9, END, 2024-01-27 10:15:02.675410+00
QUERY-EXEC | loop-10 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:28.818
QUERY-EXEC | loop-10 | m13-q10, START, 2024-01-27 10:15:05.683274+00
QUERY-EXEC | loop-10 | m13-q10, END, 2024-01-27 10:17:46.657421+00
QUERY-EXEC | loop-10 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.974
QUERY-EXEC | loop-10 | n14-q11, START, 2024-01-27 10:17:49.665198+00
QUERY-EXEC | loop-10 | n14-q11, END, 2024-01-27 10:18:19.428178+00
QUERY-EXEC | loop-10 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.762
QUERY-EXEC | loop-10 | q17-q12c, START, 2024-01-27 10:18:22.435891+00
QUERY-EXEC | loop-10 | q17-q12c, END, 2024-01-27 10:18:39.703500+00
QUERY-EXEC | loop-10 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.267
QUERY-SKIP | loop-10 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | j10-q7, PENALTY, 3600000.000 ms
RUNQUERIES, END, 2024-01-27 10:18:40.023009+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:10:26:48.968
CALCPERFORMANCE, START, 2024-01-27 10:18:40.030828+00
CALCPERFORMANCE, END, 2024-01-27 10:18:40.110654+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.79
MEASUREMENT, END, 2024-01-27 10:18:40.118404+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:11:6:48.620
