Process, Parameter, Value
QUERY-EXEC | loop-7 | q17-q12c, START, 2024-01-27 23:40:50.651692+00
QUERY-EXEC | loop-7 | q17-q12c, END, 2024-01-27 23:41:06.724474+00
QUERY-EXEC | loop-7 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.72
QUERY-SKIP | loop-7 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-7 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-8 | a1-q1, START, 2024-01-27 23:41:10.060262+00
QUERY-EXEC | loop-8 | a1-q1, END, 2024-01-27 23:42:24.618080+00
QUERY-EXEC | loop-8 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:14.557
QUERY-EXEC | loop-8 | c3-q3a, START, 2024-01-27 23:42:27.625873+00
QUERY-EXEC | loop-8 | c3-q3a, END, 2024-01-27 23:46:40.388629+00
QUERY-EXEC | loop-8 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.762
QUERY-EXEC | loop-8 | d4-q3b, START, 2024-01-27 23:46:43.396607+00
QUERY-EXEC | loop-8 | d4-q3b, END, 2024-01-27 23:50:33.470660+00
QUERY-EXEC | loop-8 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.74
QUERY-EXEC | loop-8 | e5-q3c, START, 2024-01-27 23:50:36.478487+00
QUERY-EXEC | loop-8 | e5-q3c, END, 2024-01-27 23:54:26.966097+00
QUERY-EXEC | loop-8 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.487
QUERY-EXEC | loop-8 | h8-q5b, START, 2024-01-27 23:54:29.973961+00
QUERY-EXEC | loop-8 | h8-q5b, END, 2024-01-28 00:01:45.320568+00
QUERY-EXEC | loop-8 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:7:15.346
QUERY-EXEC | loop-8 | k11-q8, START, 2024-01-28 00:01:48.328429+00
QUERY-EXEC | loop-8 | k11-q8, END, 2024-01-28 00:14:08.854373+00
QUERY-EXEC | loop-8 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:20.525
QUERY-EXEC | loop-8 | l12-q9, START, 2024-01-28 00:14:11.862354+00
QUERY-EXEC | loop-8 | l12-q9, END, 2024-01-28 00:28:03.148958+00
QUERY-EXEC | loop-8 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:13:51.286
QUERY-EXEC | loop-8 | m13-q10, START, 2024-01-28 00:28:06.156682+00
QUERY-EXEC | loop-8 | m13-q10, END, 2024-01-28 00:30:44.594646+00
QUERY-EXEC | loop-8 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.437
QUERY-EXEC | loop-8 | n14-q11, START, 2024-01-28 00:30:47.602466+00
QUERY-EXEC | loop-8 | n14-q11, END, 2024-01-28 00:31:21.424202+00
QUERY-EXEC | loop-8 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:33.821
QUERY-EXEC | loop-8 | o15-q12a, START, 2024-01-28 00:31:24.431806+00
QUERY-EXEC | loop-8 | o15-q12a, END, 2024-01-28 01:01:26.605351+00
QUERY-EXEC | loop-8 | o15-q12a, EXECTIME, d:h:m:s.ms | 0:0:30:2.173
QUERY-EXEC | loop-8 | q17-q12c, START, 2024-01-28 01:01:29.613337+00
QUERY-EXEC | loop-8 | q17-q12c, END, 2024-01-28 01:01:45.727430+00
QUERY-EXEC | loop-8 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.114
QUERY-SKIP | loop-8 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | j10-q7, PENALTY, 3600000.000 ms
QUERY-PENALTY | loop-8 | o15-q12a.sql, PENALTY-TIME, 3600000.000 ms
QUERY-EXEC | loop-9 | a1-q1, START, 2024-01-28 01:01:49.064414+00
QUERY-EXEC | loop-9 | a1-q1, END, 2024-01-28 01:03:05.576692+00
QUERY-EXEC | loop-9 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:16.512
QUERY-EXEC | loop-9 | c3-q3a, START, 2024-01-28 01:03:08.584627+00
QUERY-EXEC | loop-9 | c3-q3a, END, 2024-01-28 01:07:21.205134+00
QUERY-EXEC | loop-9 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:12.620
QUERY-EXEC | loop-9 | d4-q3b, START, 2024-01-28 01:07:24.213041+00
QUERY-EXEC | loop-9 | d4-q3b, END, 2024-01-28 01:11:13.981594+00
QUERY-EXEC | loop-9 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.768
QUERY-EXEC | loop-9 | e5-q3c, START, 2024-01-28 01:11:16.989522+00
QUERY-EXEC | loop-9 | e5-q3c, END, 2024-01-28 01:15:06.831498+00
QUERY-EXEC | loop-9 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.841
QUERY-EXEC | loop-9 | h8-q5b, START, 2024-01-28 01:15:09.839307+00
QUERY-EXEC | loop-9 | h8-q5b, END, 2024-01-28 01:22:22.310397+00
QUERY-EXEC | loop-9 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:7:12.471
QUERY-EXEC | loop-9 | k11-q8, START, 2024-01-28 01:22:25.318420+00
QUERY-EXEC | loop-9 | k11-q8, END, 2024-01-28 01:34:40.740476+00
QUERY-EXEC | loop-9 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:15.422
QUERY-EXEC | loop-9 | l12-q9, START, 2024-01-28 01:34:43.748559+00
QUERY-EXEC | loop-9 | l12-q9, END, 2024-01-28 01:48:47.695502+00
QUERY-EXEC | loop-9 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:3.946
QUERY-EXEC | loop-9 | m13-q10, START, 2024-01-28 01:48:50.703171+00
QUERY-EXEC | loop-9 | m13-q10, END, 2024-01-28 01:51:25.503214+00
QUERY-EXEC | loop-9 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:34.800
QUERY-EXEC | loop-9 | n14-q11, START, 2024-01-28 01:51:28.510846+00
QUERY-EXEC | loop-9 | n14-q11, END, 2024-01-28 01:52:02.376846+00
QUERY-EXEC | loop-9 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:33.866
QUERY-EXEC | loop-9 | q17-q12c, START, 2024-01-28 01:52:05.384470+00
QUERY-EXEC | loop-9 | q17-q12c, END, 2024-01-28 01:52:21.055834+00
QUERY-EXEC | loop-9 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:15.671
QUERY-SKIP | loop-9 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-10 | a1-q1, START, 2024-01-28 01:52:24.386228+00
QUERY-EXEC | loop-10 | a1-q1, END, 2024-01-28 01:53:37.077264+00
QUERY-EXEC | loop-10 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:12.691
QUERY-EXEC | loop-10 | c3-q3a, START, 2024-01-28 01:53:40.084843+00
QUERY-EXEC | loop-10 | c3-q3a, END, 2024-01-28 01:57:45.695284+00
QUERY-EXEC | loop-10 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:5.610
QUERY-EXEC | loop-10 | d4-q3b, START, 2024-01-28 01:57:48.703118+00
QUERY-EXEC | loop-10 | d4-q3b, END, 2024-01-28 02:01:32.492582+00
QUERY-EXEC | loop-10 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:43.789
QUERY-EXEC | loop-10 | e5-q3c, START, 2024-01-28 02:01:35.500330+00
QUERY-EXEC | loop-10 | e5-q3c, END, 2024-01-28 02:05:18.899410+00
QUERY-EXEC | loop-10 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:43.399
QUERY-EXEC | loop-10 | h8-q5b, START, 2024-01-28 02:05:21.907021+00
QUERY-EXEC | loop-10 | h8-q5b, END, 2024-01-28 02:12:18.708324+00
QUERY-EXEC | loop-10 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:56.801
QUERY-EXEC | loop-10 | k11-q8, START, 2024-01-28 02:12:21.715995+00
QUERY-EXEC | loop-10 | k11-q8, END, 2024-01-28 02:24:07.649783+00
QUERY-EXEC | loop-10 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:11:45.933
QUERY-EXEC | loop-10 | l12-q9, START, 2024-01-28 02:24:10.657882+00
QUERY-EXEC | loop-10 | l12-q9, END, 2024-01-28 02:38:32.175394+00
QUERY-EXEC | loop-10 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:14:21.517
QUERY-EXEC | loop-10 | m13-q10, START, 2024-01-28 02:38:35.183381+00
QUERY-EXEC | loop-10 | m13-q10, END, 2024-01-28 02:41:15.681205+00
QUERY-EXEC | loop-10 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:40.497
QUERY-EXEC | loop-10 | n14-q11, START, 2024-01-28 02:41:18.689104+00
QUERY-EXEC | loop-10 | n14-q11, END, 2024-01-28 02:41:56.094103+00
QUERY-EXEC | loop-10 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:37.404
QUERY-EXEC | loop-10 | q17-q12c, START, 2024-01-28 02:41:59.102006+00
QUERY-EXEC | loop-10 | q17-q12c, END, 2024-01-28 02:42:15.229680+00
QUERY-EXEC | loop-10 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:16.127
QUERY-SKIP | loop-10 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | o15-q12a, PENALTY, 3600000.000 ms
RUNQUERIES, END, 2024-01-28 02:42:15.563532+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:12:38:7.94
CALCPERFORMANCE, START, 2024-01-28 02:42:15.571967+00
CALCPERFORMANCE, END, 2024-01-28 02:42:15.650429+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.78
MEASUREMENT, END, 2024-01-28 02:42:15.658235+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:13:18:1.699
