Process, Parameter, Value
QUERY-EXEC | loop-8 | c3-q3a, END, 2024-01-27 04:20:29.614991+00
QUERY-EXEC | loop-8 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.28
QUERY-EXEC | loop-8 | d4-q3b, START, 2024-01-27 04:20:32.622707+00
QUERY-EXEC | loop-8 | d4-q3b, END, 2024-01-27 04:24:22.648728+00
QUERY-EXEC | loop-8 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.26
QUERY-EXEC | loop-8 | e5-q3c, START, 2024-01-27 04:24:25.656641+00
QUERY-EXEC | loop-8 | e5-q3c, END, 2024-01-27 04:28:15.674117+00
QUERY-EXEC | loop-8 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:50.17
QUERY-EXEC | loop-8 | h8-q5b, START, 2024-01-27 04:28:18.681836+00
QUERY-EXEC | loop-8 | h8-q5b, END, 2024-01-27 04:35:08.382405+00
QUERY-EXEC | loop-8 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:49.700
QUERY-EXEC | loop-8 | k11-q8, START, 2024-01-27 04:35:11.390176+00
QUERY-EXEC | loop-8 | k11-q8, END, 2024-01-27 04:48:06.645387+00
QUERY-EXEC | loop-8 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:55.255
QUERY-EXEC | loop-8 | l12-q9, START, 2024-01-27 04:48:09.653168+00
QUERY-EXEC | loop-8 | l12-q9, END, 2024-01-27 05:03:13.323017+00
QUERY-EXEC | loop-8 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:15:3.669
QUERY-EXEC | loop-8 | m13-q10, START, 2024-01-27 05:03:16.330731+00
QUERY-EXEC | loop-8 | m13-q10, END, 2024-01-27 05:05:54.944881+00
QUERY-EXEC | loop-8 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.614
QUERY-EXEC | loop-8 | n14-q11, START, 2024-01-27 05:05:57.953107+00
QUERY-EXEC | loop-8 | n14-q11, END, 2024-01-27 05:06:27.708264+00
QUERY-EXEC | loop-8 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.755
QUERY-EXEC | loop-8 | q17-q12c, START, 2024-01-27 05:06:30.716125+00
QUERY-EXEC | loop-8 | q17-q12c, END, 2024-01-27 05:06:48.182363+00
QUERY-EXEC | loop-8 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.466
QUERY-SKIP | loop-8 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-9 | a1-q1, START, 2024-01-27 05:06:51.520211+00
QUERY-EXEC | loop-9 | a1-q1, END, 2024-01-27 05:08:07.134670+00
QUERY-EXEC | loop-9 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:15.614
QUERY-EXEC | loop-9 | c3-q3a, START, 2024-01-27 05:08:10.142511+00
QUERY-EXEC | loop-9 | c3-q3a, END, 2024-01-27 05:12:24.319730+00
QUERY-EXEC | loop-9 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.177
QUERY-EXEC | loop-9 | d4-q3b, START, 2024-01-27 05:12:27.328004+00
QUERY-EXEC | loop-9 | d4-q3b, END, 2024-01-27 05:16:17.099697+00
QUERY-EXEC | loop-9 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:49.771
QUERY-EXEC | loop-9 | e5-q3c, START, 2024-01-27 05:16:20.107488+00
QUERY-EXEC | loop-9 | e5-q3c, END, 2024-01-27 05:20:11.306204+00
QUERY-EXEC | loop-9 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:51.198
QUERY-EXEC | loop-9 | h8-q5b, START, 2024-01-27 05:20:14.314176+00
QUERY-EXEC | loop-9 | h8-q5b, END, 2024-01-27 05:27:05.192108+00
QUERY-EXEC | loop-9 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:50.877
QUERY-EXEC | loop-9 | k11-q8, START, 2024-01-27 05:27:08.200012+00
QUERY-EXEC | loop-9 | k11-q8, END, 2024-01-27 05:39:54.170569+00
QUERY-EXEC | loop-9 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:45.970
QUERY-EXEC | loop-9 | l12-q9, START, 2024-01-27 05:39:57.178539+00
QUERY-EXEC | loop-9 | l12-q9, END, 2024-01-27 05:55:37.717635+00
QUERY-EXEC | loop-9 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:15:40.539
QUERY-EXEC | loop-9 | m13-q10, START, 2024-01-27 05:55:40.725698+00
QUERY-EXEC | loop-9 | m13-q10, END, 2024-01-27 05:58:19.135150+00
QUERY-EXEC | loop-9 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:38.409
QUERY-EXEC | loop-9 | n14-q11, START, 2024-01-27 05:58:22.142869+00
QUERY-EXEC | loop-9 | n14-q11, END, 2024-01-27 05:58:51.997364+00
QUERY-EXEC | loop-9 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.854
QUERY-EXEC | loop-9 | q17-q12c, START, 2024-01-27 05:58:55.005277+00
QUERY-EXEC | loop-9 | q17-q12c, END, 2024-01-27 05:59:12.479503+00
QUERY-EXEC | loop-9 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.474
QUERY-SKIP | loop-9 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-10 | a1-q1, START, 2024-01-27 05:59:15.816589+00
QUERY-EXEC | loop-10 | a1-q1, END, 2024-01-27 06:00:30.523792+00
QUERY-EXEC | loop-10 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:1:14.707
QUERY-EXEC | loop-10 | c3-q3a, START, 2024-01-27 06:00:33.531665+00
QUERY-EXEC | loop-10 | c3-q3a, END, 2024-01-27 06:04:47.781758+00
QUERY-EXEC | loop-10 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:4:14.250
QUERY-EXEC | loop-10 | d4-q3b, START, 2024-01-27 06:04:50.789699+00
QUERY-EXEC | loop-10 | d4-q3b, END, 2024-01-27 06:08:40.878599+00
QUERY-EXEC | loop-10 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:3:50.88
QUERY-EXEC | loop-10 | e5-q3c, START, 2024-01-27 06:08:43.886560+00
QUERY-EXEC | loop-10 | e5-q3c, END, 2024-01-27 06:12:33.866919+00
QUERY-EXEC | loop-10 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:3:49.980
QUERY-EXEC | loop-10 | h8-q5b, START, 2024-01-27 06:12:36.874782+00
QUERY-EXEC | loop-10 | h8-q5b, END, 2024-01-27 06:19:24.147839+00
QUERY-EXEC | loop-10 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:6:47.273
QUERY-EXEC | loop-10 | k11-q8, START, 2024-01-27 06:19:27.155829+00
QUERY-EXEC | loop-10 | k11-q8, END, 2024-01-27 06:32:16.653269+00
QUERY-EXEC | loop-10 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:12:49.497
QUERY-EXEC | loop-10 | l12-q9, START, 2024-01-27 06:32:19.661150+00
QUERY-EXEC | loop-10 | l12-q9, END, 2024-01-27 06:48:00.213302+00
QUERY-EXEC | loop-10 | l12-q9, EXECTIME, d:h:m:s.ms | 0:0:15:40.552
QUERY-EXEC | loop-10 | m13-q10, START, 2024-01-27 06:48:03.221088+00
QUERY-EXEC | loop-10 | m13-q10, END, 2024-01-27 06:50:45.022867+00
QUERY-EXEC | loop-10 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:2:41.801
QUERY-EXEC | loop-10 | n14-q11, START, 2024-01-27 06:50:48.030911+00
QUERY-EXEC | loop-10 | n14-q11, END, 2024-01-27 06:51:17.812285+00
QUERY-EXEC | loop-10 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:0:29.781
QUERY-EXEC | loop-10 | q17-q12c, START, 2024-01-27 06:51:20.820233+00
QUERY-EXEC | loop-10 | q17-q12c, END, 2024-01-27 06:51:38.306224+00
QUERY-EXEC | loop-10 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:17.485
QUERY-SKIP | loop-10 | p16-q12b, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | j10-q7, PENALTY, 3600000.000 ms
RUNQUERIES, END, 2024-01-27 06:51:38.641975+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:11:45:14.718
CALCPERFORMANCE, START, 2024-01-27 06:51:38.650378+00
CALCPERFORMANCE, END, 2024-01-27 06:51:38.726538+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.76
MEASUREMENT, END, 2024-01-27 06:51:38.734123+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:12:26:16.211
