Process, Parameter, Value
QUERY-EXEC | loop-8 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:38.956
QUERY-EXEC | loop-8 | h8-q5b, START, 2024-01-28 01:39:18.779319+00
QUERY-EXEC | loop-8 | h8-q5b, END, 2024-01-28 01:59:47.500690+00
QUERY-EXEC | loop-8 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:28.721
QUERY-EXEC | loop-8 | m13-q10, START, 2024-01-28 01:59:50.508841+00
QUERY-EXEC | loop-8 | m13-q10, END, 2024-01-28 02:04:50.417481+00
QUERY-EXEC | loop-8 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:4:59.908
QUERY-EXEC | loop-8 | n14-q11, START, 2024-01-28 02:04:53.425256+00
QUERY-EXEC | loop-8 | n14-q11, END, 2024-01-28 02:06:05.856027+00
QUERY-EXEC | loop-8 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:12.430
QUERY-EXEC | loop-8 | p16-q12b, START, 2024-01-28 02:06:08.863800+00
QUERY-EXEC | loop-8 | p16-q12b, END, 2024-01-28 02:25:00.181739+00
QUERY-EXEC | loop-8 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:18:51.317
QUERY-EXEC | loop-8 | q17-q12c, START, 2024-01-28 02:25:03.189724+00
QUERY-EXEC | loop-8 | q17-q12c, END, 2024-01-28 02:25:48.756531+00
QUERY-EXEC | loop-8 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.566
QUERY-SKIP | loop-8 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | k11-q8, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-9 | a1-q1, START, 2024-01-28 02:25:52.251596+00
QUERY-EXEC | loop-9 | a1-q1, END, 2024-01-28 02:29:57.226102+00
QUERY-EXEC | loop-9 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:4.974
QUERY-EXEC | loop-9 | c3-q3a, START, 2024-01-28 02:30:00.233936+00
QUERY-EXEC | loop-9 | c3-q3a, END, 2024-01-28 02:38:24.403119+00
QUERY-EXEC | loop-9 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:24.169
QUERY-EXEC | loop-9 | d4-q3b, START, 2024-01-28 02:38:27.411063+00
QUERY-EXEC | loop-9 | d4-q3b, END, 2024-01-28 02:46:07.678715+00
QUERY-EXEC | loop-9 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:40.267
QUERY-EXEC | loop-9 | e5-q3c, START, 2024-01-28 02:46:10.686582+00
QUERY-EXEC | loop-9 | e5-q3c, END, 2024-01-28 02:53:51.288221+00
QUERY-EXEC | loop-9 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:40.601
QUERY-EXEC | loop-9 | h8-q5b, START, 2024-01-28 02:53:54.296047+00
QUERY-EXEC | loop-9 | h8-q5b, END, 2024-01-28 03:14:25.134589+00
QUERY-EXEC | loop-9 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:30.838
QUERY-EXEC | loop-9 | m13-q10, START, 2024-01-28 03:14:28.142655+00
QUERY-EXEC | loop-9 | m13-q10, END, 2024-01-28 03:19:27.876977+00
QUERY-EXEC | loop-9 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:4:59.734
QUERY-EXEC | loop-9 | n14-q11, START, 2024-01-28 03:19:30.884805+00
QUERY-EXEC | loop-9 | n14-q11, END, 2024-01-28 03:20:42.846558+00
QUERY-EXEC | loop-9 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:11.961
QUERY-EXEC | loop-9 | p16-q12b, START, 2024-01-28 03:20:45.854525+00
QUERY-EXEC | loop-9 | p16-q12b, END, 2024-01-28 03:38:58.206181+00
QUERY-EXEC | loop-9 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:18:12.351
QUERY-EXEC | loop-9 | q17-q12c, START, 2024-01-28 03:39:01.214179+00
QUERY-EXEC | loop-9 | q17-q12c, END, 2024-01-28 03:39:46.895377+00
QUERY-EXEC | loop-9 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.681
QUERY-SKIP | loop-9 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | k11-q8, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-10 | a1-q1, START, 2024-01-28 03:39:50.396396+00
QUERY-EXEC | loop-10 | a1-q1, END, 2024-01-28 03:44:05.293244+00
QUERY-EXEC | loop-10 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:14.896
QUERY-EXEC | loop-10 | c3-q3a, START, 2024-01-28 03:44:08.301165+00
QUERY-EXEC | loop-10 | c3-q3a, END, 2024-01-28 03:52:34.607574+00
QUERY-EXEC | loop-10 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:26.306
QUERY-EXEC | loop-10 | d4-q3b, START, 2024-01-28 03:52:37.615430+00
QUERY-EXEC | loop-10 | d4-q3b, END, 2024-01-28 04:00:16.029576+00
QUERY-EXEC | loop-10 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:38.414
QUERY-EXEC | loop-10 | e5-q3c, START, 2024-01-28 04:00:19.037426+00
QUERY-EXEC | loop-10 | e5-q3c, END, 2024-01-28 04:07:57.404235+00
QUERY-EXEC | loop-10 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:38.366
QUERY-EXEC | loop-10 | h8-q5b, START, 2024-01-28 04:08:00.412072+00
QUERY-EXEC | loop-10 | h8-q5b, END, 2024-01-28 04:28:30.507848+00
QUERY-EXEC | loop-10 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:20:30.95
QUERY-EXEC | loop-10 | m13-q10, START, 2024-01-28 04:28:33.515956+00
QUERY-EXEC | loop-10 | m13-q10, END, 2024-01-28 04:33:33.240807+00
QUERY-EXEC | loop-10 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:4:59.724
QUERY-EXEC | loop-10 | n14-q11, START, 2024-01-28 04:33:36.248610+00
QUERY-EXEC | loop-10 | n14-q11, END, 2024-01-28 04:34:46.632394+00
QUERY-EXEC | loop-10 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:10.383
QUERY-EXEC | loop-10 | p16-q12b, START, 2024-01-28 04:34:49.640217+00
QUERY-EXEC | loop-10 | p16-q12b, END, 2024-01-28 04:53:05.636872+00
QUERY-EXEC | loop-10 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:18:15.996
QUERY-EXEC | loop-10 | q17-q12c, START, 2024-01-28 04:53:08.644774+00
QUERY-EXEC | loop-10 | q17-q12c, END, 2024-01-28 04:53:54.124098+00
QUERY-EXEC | loop-10 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:45.479
QUERY-SKIP | loop-10 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | j10-q7, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | k11-q8, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | o15-q12a, PENALTY, 3600000.000 ms
RUNQUERIES, END, 2024-01-28 04:53:54.618712+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:16:20:48.391
CALCPERFORMANCE, START, 2024-01-28 04:53:54.627185+00
CALCPERFORMANCE, END, 2024-01-28 04:53:54.720172+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.92
MEASUREMENT, END, 2024-01-28 04:53:54.727666+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:17:40:41.448
