Process, Parameter, Value
QUERY-EXEC | loop-8 | c3-q3a, END, 2024-01-27 13:33:22.254506+00
QUERY-EXEC | loop-8 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:31.34
QUERY-EXEC | loop-8 | d4-q3b, START, 2024-01-27 13:33:25.262319+00
QUERY-EXEC | loop-8 | d4-q3b, END, 2024-01-27 13:41:06.311176+00
QUERY-EXEC | loop-8 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:41.48
QUERY-EXEC | loop-8 | e5-q3c, START, 2024-01-27 13:41:09.319308+00
QUERY-EXEC | loop-8 | e5-q3c, END, 2024-01-27 13:48:50.916933+00
QUERY-EXEC | loop-8 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:41.597
QUERY-EXEC | loop-8 | h8-q5b, START, 2024-01-27 13:48:53.924745+00
QUERY-EXEC | loop-8 | h8-q5b, END, 2024-01-27 14:05:09.227742+00
QUERY-EXEC | loop-8 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:15.302
QUERY-EXEC | loop-8 | k11-q8, START, 2024-01-27 14:05:12.235561+00
QUERY-EXEC | loop-8 | k11-q8, END, 2024-01-27 14:21:22.876722+00
QUERY-EXEC | loop-8 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:16:10.641
QUERY-EXEC | loop-8 | m13-q10, START, 2024-01-27 14:21:25.884705+00
QUERY-EXEC | loop-8 | m13-q10, END, 2024-01-27 14:26:37.788468+00
QUERY-EXEC | loop-8 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:11.903
QUERY-EXEC | loop-8 | n14-q11, START, 2024-01-27 14:26:40.796330+00
QUERY-EXEC | loop-8 | n14-q11, END, 2024-01-27 14:27:43.808924+00
QUERY-EXEC | loop-8 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:3.12
QUERY-EXEC | loop-8 | p16-q12b, START, 2024-01-27 14:27:46.816731+00
QUERY-EXEC | loop-8 | p16-q12b, END, 2024-01-27 14:38:44.726650+00
QUERY-EXEC | loop-8 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:10:57.909
QUERY-EXEC | loop-8 | q17-q12c, START, 2024-01-27 14:38:47.734480+00
QUERY-EXEC | loop-8 | q17-q12c, END, 2024-01-27 14:39:41.759291+00
QUERY-EXEC | loop-8 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:54.24
QUERY-SKIP | loop-8 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-8 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-9 | a1-q1, START, 2024-01-27 14:39:45.485843+00
QUERY-EXEC | loop-9 | a1-q1, END, 2024-01-27 14:43:57.082206+00
QUERY-EXEC | loop-9 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:11.596
QUERY-EXEC | loop-9 | c3-q3a, START, 2024-01-27 14:44:00.089923+00
QUERY-EXEC | loop-9 | c3-q3a, END, 2024-01-27 14:52:26.880665+00
QUERY-EXEC | loop-9 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:26.790
QUERY-EXEC | loop-9 | d4-q3b, START, 2024-01-27 14:52:29.888621+00
QUERY-EXEC | loop-9 | d4-q3b, END, 2024-01-27 15:00:11.218319+00
QUERY-EXEC | loop-9 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:41.329
QUERY-EXEC | loop-9 | e5-q3c, START, 2024-01-27 15:00:14.226166+00
QUERY-EXEC | loop-9 | e5-q3c, END, 2024-01-27 15:07:55.204469+00
QUERY-EXEC | loop-9 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:40.978
QUERY-EXEC | loop-9 | h8-q5b, START, 2024-01-27 15:07:58.212401+00
QUERY-EXEC | loop-9 | h8-q5b, END, 2024-01-27 15:24:35.585448+00
QUERY-EXEC | loop-9 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:37.373
QUERY-EXEC | loop-9 | k11-q8, START, 2024-01-27 15:24:38.593322+00
QUERY-EXEC | loop-9 | k11-q8, END, 2024-01-27 15:40:06.478488+00
QUERY-EXEC | loop-9 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:15:27.885
QUERY-EXEC | loop-9 | m13-q10, START, 2024-01-27 15:40:09.486195+00
QUERY-EXEC | loop-9 | m13-q10, END, 2024-01-27 15:45:17.136393+00
QUERY-EXEC | loop-9 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:7.650
QUERY-EXEC | loop-9 | n14-q11, START, 2024-01-27 15:45:20.144216+00
QUERY-EXEC | loop-9 | n14-q11, END, 2024-01-27 15:46:20.574046+00
QUERY-EXEC | loop-9 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:0.429
QUERY-EXEC | loop-9 | p16-q12b, START, 2024-01-27 15:46:23.581882+00
QUERY-EXEC | loop-9 | p16-q12b, END, 2024-01-27 15:57:14.033452+00
QUERY-EXEC | loop-9 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:10:50.451
QUERY-EXEC | loop-9 | q17-q12c, START, 2024-01-27 15:57:17.041285+00
QUERY-EXEC | loop-9 | q17-q12c, END, 2024-01-27 15:58:11.027326+00
QUERY-EXEC | loop-9 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:53.986
QUERY-SKIP | loop-9 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-9 | j10-q7, PENALTY, 3600000.000 ms
QUERY-EXEC | loop-10 | a1-q1, START, 2024-01-27 15:58:14.776528+00
QUERY-EXEC | loop-10 | a1-q1, END, 2024-01-27 16:02:31.781556+00
QUERY-EXEC | loop-10 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:4:17.5
QUERY-EXEC | loop-10 | c3-q3a, START, 2024-01-27 16:02:34.789434+00
QUERY-EXEC | loop-10 | c3-q3a, END, 2024-01-27 16:11:03.113658+00
QUERY-EXEC | loop-10 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:8:28.324
QUERY-EXEC | loop-10 | d4-q3b, START, 2024-01-27 16:11:06.121584+00
QUERY-EXEC | loop-10 | d4-q3b, END, 2024-01-27 16:18:47.037022+00
QUERY-EXEC | loop-10 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:7:40.915
QUERY-EXEC | loop-10 | e5-q3c, START, 2024-01-27 16:18:50.044892+00
QUERY-EXEC | loop-10 | e5-q3c, END, 2024-01-27 16:26:32.420782+00
QUERY-EXEC | loop-10 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:7:42.375
QUERY-EXEC | loop-10 | h8-q5b, START, 2024-01-27 16:26:35.428641+00
QUERY-EXEC | loop-10 | h8-q5b, END, 2024-01-27 16:42:50.525896+00
QUERY-EXEC | loop-10 | h8-q5b, EXECTIME, d:h:m:s.ms | 0:0:16:15.97
QUERY-EXEC | loop-10 | k11-q8, START, 2024-01-27 16:42:53.534169+00
QUERY-EXEC | loop-10 | k11-q8, END, 2024-01-27 16:59:07.512638+00
QUERY-EXEC | loop-10 | k11-q8, EXECTIME, d:h:m:s.ms | 0:0:16:13.978
QUERY-EXEC | loop-10 | m13-q10, START, 2024-01-27 16:59:10.520803+00
QUERY-EXEC | loop-10 | m13-q10, END, 2024-01-27 17:04:22.348067+00
QUERY-EXEC | loop-10 | m13-q10, EXECTIME, d:h:m:s.ms | 0:0:5:11.827
QUERY-EXEC | loop-10 | n14-q11, START, 2024-01-27 17:04:25.355854+00
QUERY-EXEC | loop-10 | n14-q11, END, 2024-01-27 17:05:28.077711+00
QUERY-EXEC | loop-10 | n14-q11, EXECTIME, d:h:m:s.ms | 0:0:1:2.721
QUERY-EXEC | loop-10 | p16-q12b, START, 2024-01-27 17:05:31.085618+00
QUERY-EXEC | loop-10 | p16-q12b, END, 2024-01-27 17:16:14.404994+00
QUERY-EXEC | loop-10 | p16-q12b, EXECTIME, d:h:m:s.ms | 0:0:10:43.319
QUERY-EXEC | loop-10 | q17-q12c, START, 2024-01-27 17:16:17.412851+00
QUERY-EXEC | loop-10 | q17-q12c, END, 2024-01-27 17:17:11.439708+00
QUERY-EXEC | loop-10 | q17-q12c, EXECTIME, d:h:m:s.ms | 0:0:0:54.26
QUERY-SKIP | loop-10 | b2-q2, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | i9-q6, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | o15-q12a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | l12-q9, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | g7-q5a, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | f6-q4, PENALTY, 3600000.000 ms
QUERY-SKIP | loop-10 | j10-q7, PENALTY, 3600000.000 ms
RUNQUERIES, END, 2024-01-27 17:17:12.169854+00
RUNQUERIES, EXECTIME, d:h:m:s.ms | 0:16:37:41.217
CALCPERFORMANCE, START, 2024-01-27 17:17:12.178357+00
CALCPERFORMANCE, END, 2024-01-27 17:17:12.259666+00
CALCPERFORMANCE, EXECTIME, d:h:m:s.ms | 0:0:0:0.81
MEASUREMENT, END, 2024-01-27 17:17:12.267409+00
MEASUREMENT, EXECTIME, d:h:m:s.ms | 0:17:58:28.209
